gene_id	logFC	logCPM	LR	PValue	FDR	symbol	description
ENSG00000115295	1.1561106893967263	4.469400409773733	130.4893523505186	3.202454479203589e-30	1.0853724099787299e-27	CLIP4	CAP-Gly domain containing linker protein family member 4
ENSG00000198848	5.508143181583804	1.942963673179313	130.35757730444035	3.42226557168988e-30	1.1536346846502984e-27	CES1	carboxylesterase 1
ENSG00000107738	-0.6273401582049581	6.565003467485782	129.51096795838444	5.24259697709565e-30	1.757811927614424e-27	VSIR	V-set immunoregulatory receptor
ENSG00000185215	-1.0668592870964344	7.282604607048879	129.4901049253977	5.2979918457010595e-30	1.766936642156683e-27	TNFAIP2	TNF alpha induced protein 2
ENSG00000117525	1.0196388600545565	6.553960115557176	129.47862105042225	5.328732867292821e-30	1.767785982959047e-27	F3	coagulation factor III, tissue factor
ENSG00000275832	-0.6318564423367553	7.431724854212077	129.05965847385332	6.581028991509452e-30	2.1717395671981193e-27	ARHGAP23	Rho GTPase activating protein 23
ENSG00000167964	-1.254845901783636	4.680747655775681	128.93957510341556	6.991473180231032e-30	2.2951066408402392e-27	RAB26	RAB26, member RAS oncogene family
ENSG00000135821	-0.8884842459537707	8.447298820074941	128.91386845367327	7.0826123762971e-30	2.312915604134522e-27	GLUL	glutamate-ammonia ligase
ENSG00000126016	-1.572971002324023	2.912466742762837	128.65271347178344	8.078603915308951e-30	2.6244998211910423e-27	AMOT	angiomotin
ENSG00000110852	-0.8687750295762253	4.590691368252327	127.84191876503787	1.2154871303335639e-29	3.928404282057446e-27	CLEC2B	C-type lectin domain family 2 member B
ENSG00000141349	0.9801174822960586	5.639871454034619	126.9246871658767	1.9295881668506297e-29	6.204368105719717e-27	G6PC3	glucose-6-phosphatase catalytic subunit 3
ENSG00000006555	0.902671737753939	4.379707405957596	126.78572631378678	2.0695401280196086e-29	6.620416634021912e-27	TTC22	tetratricopeptide repeat domain 22
ENSG00000137642	-0.8941268454726953	5.184557687325973	126.20427297489302	2.774072453904917e-29	8.829154459890268e-27	SORL1	sortilin related receptor 1
ENSG00000169583	-1.1725984980064457	5.967785129385626	125.90519784160415	3.225287786397532e-29	1.0213411323592186e-26	CLIC3	chloride intracellular channel 3
ENSG00000164120	-0.9396549991531645	5.267664543988352	125.74292497997699	3.5001071725215096e-29	1.1027975865180837e-26	HPGD	15-hydroxyprostaglandin dehydrogenase
ENSG00000103222	0.964881065812678	6.018033975200866	125.41102562880431	4.137304579095201e-29	1.2970449855463454e-26	ABCC1	ATP binding cassette subfamily C member 1 (ABCC1 blood group)
ENSG00000124107	-0.6634557889303799	6.650558940819396	124.87956366324266	5.40792905498949e-29	1.686951003720602e-26	SLPI	secretory leukocyte peptidase inhibitor
ENSG00000137868	-2.2159261196694904	3.7769562765567164	121.78024208639596	2.5787679576149815e-28	8.004393611012839e-26	STRA6	signaling receptor and transporter of retinol STRA6
ENSG00000041982	-1.2050375032852843	3.5557181684525387	121.19060067360348	3.47127117009874e-28	1.0721610953950295e-25	TNC	tenascin C
ENSG00000114021	0.8134778667687351	5.673925176180809	120.71215152705469	4.418021015065771e-28	1.357891753159921e-25	NIT2	nitrilase family member 2
ENSG00000159388	-0.8048313303555369	6.511073719498989	120.12230693325182	5.947816921049187e-28	1.8191615656087027e-25	BTG2	BTG anti-proliferation factor 2
ENSG00000156298	7.934147750038298	1.6468533410658597	119.74061266277187	7.209771023437264e-28	2.194430306648138e-25	TSPAN7	tetraspanin 7
ENSG00000104140	-0.7821621732651143	6.287182847287859	119.60486593772492	7.720418775540509e-28	2.338503658098502e-25	RHOV	ras homolog family member V
ENSG00000167768	-0.8679205728783005	7.559966256533655	119.53984345052783	7.977677900043818e-28	2.4048096362151315e-25	KRT1	keratin 1
ENSG00000101255	1.199361385252848	5.5609411071491115	117.22236935337102	2.56620726804142e-27	7.69862180412426e-25	TRIB3	tribbles pseudokinase 3
ENSG00000159674	-0.6173980943543117	7.662694546305615	116.88079212473879	3.0485095937949572e-27	9.101978644330657e-25	SPON2	spondin 2
ENSG00000175550	1.0509054667202131	8.388187078482066	116.700487708522	3.338642371001259e-27	9.920989415250186e-25	DRAP1	DR1 associated protein 1
ENSG00000169242	-0.6770509031446347	6.158921536748254	115.36023680110907	6.562487228168111e-27	1.9408865528591534e-24	EFNA1	ephrin A1
ENSG00000159228	0.7769777857611782	7.33108786130708	115.26723500230423	6.877581939412625e-27	2.024527641320054e-24	CBR1	carbonyl reductase 1
ENSG00000142168	0.7610782985410965	7.5919316407977275	115.09209148100365	7.512636965654876e-27	2.201132419376452e-24	SOD1	superoxide dismutase 1
ENSG00000106780	0.731255210470589	5.070893353463037	114.96959716307563	7.991330389053124e-27	2.3304949553192137e-24	MEGF9	multiple EGF like domains 9
ENSG00000238266	2.4241371788239285	2.2028784972502398	114.60614839853041	9.598802150930217e-27	2.786318957700577e-24	LINC00707	long intergenic non-protein coding RNA 707
ENSG00000079215	-1.3347314547733458	4.488344967298649	114.47842216740145	1.0237420107444103e-26	2.9580011093859225e-24	SLC1A3	solute carrier family 1 member 3
ENSG00000142973	-1.826574792151413	3.5732176015998585	114.28701541219286	1.1274862485905831e-26	3.242815953515117e-24	CYP4B1	cytochrome P450 family 4 subfamily B member 1
ENSG00000185885	-0.8165284853379648	7.718444370521829	113.32043082373522	1.8357591138002095e-26	5.2558034901951205e-24	IFITM1	interferon induced transmembrane protein 1
ENSG00000067057	0.640450703691977	6.938691785245434	113.20373365520263	1.9470455305493166e-26	5.5490797620655525e-24	PFKP	phosphofructokinase, platelet
ENSG00000129187	0.8071756938102439	4.575061145240957	113.07459269501187	2.078080515859032e-26	5.895730694314991e-24	DCTD	dCMP deaminase
ENSG00000146072	0.7999517374047646	5.365360201227232	113.06028351622759	2.0931318402726827e-26	5.911683170499874e-24	TNFRSF21	TNF receptor superfamily member 21
ENSG00000277443	-0.6840515063883753	6.767577799453211	112.76767941973685	2.425983916422445e-26	6.821039980255036e-24	MARCKS	myristoylated alanine rich protein kinase C substrate
ENSG00000285753	-2.8034834855436017	3.3806062997100685	112.40573116112932	2.91185800852933e-26	8.150602550660222e-24	LCEP3	late cornified envelope pseudogene 3
ENSG00000162040	-1.0335285542635722	3.5645332596896004	111.49486859308611	4.6099693104934845e-26	1.2846447811908511e-23	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6
ENSG00000267368	-0.6546726936784271	7.752215581615673	111.29252482239369	5.105333118107975e-26	1.4163910907317256e-23	UPK3BL1	uroplakin 3B like 1
ENSG00000117318	-0.5502686205833587	9.498788645984957	109.0756000070171	1.5621273928431313e-25	4.314774781112966e-23	ID3	inhibitor of DNA binding 3
ENSG00000159231	1.0057981170530792	5.828571257596621	109.00585219104505	1.6180742769871397e-25	4.4497042617146344e-23	CBR3	carbonyl reductase 3
ENSG00000117592	0.6354907396677604	8.316965485664111	107.74978201738017	3.04945969402681e-25	8.349394009409651e-23	PRDX6	peroxiredoxin 6
ENSG00000112139	1.0106299292378134	4.648161769801873	107.7259949203384	3.08627976838835e-25	8.413467020780416e-23	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1
ENSG00000185585	-0.7801318253375558	4.494021392651584	107.18620410071678	4.052478997615414e-25	1.099958585067041e-22	OLFML2A	olfactomedin like 2A
ENSG00000075223	-1.0901491966030654	4.286878652051285	107.08354070951805	4.267939105627567e-25	1.1534473358743466e-22	SEMA3C	semaphorin 3C
ENSG00000184678	-0.8142202997861321	4.4959571710826864	105.94764129344011	7.57093961662706e-25	2.0373301028434192e-22	H2BC21	H2B clustered histone 21
ENSG00000137801	0.8492969914905781	6.634570112864956	105.79602380150993	8.172942828968214e-25	2.189929552890201e-22	THBS1	thrombospondin 1
ENSG00000143811	0.6791693967136012	6.558053594521915	105.70533014952146	8.555693153400825e-25	2.2827317477371565e-22	PYCR2	pyrroline-5-carboxylate reductase 2
ENSG00000186480	-0.7356979215083281	4.993626395886918	105.57736310401604	9.126435104348343e-25	2.4246927162823774e-22	INSIG1	insulin induced gene 1
ENSG00000273760	-0.739442740336075	7.0695811402941136	105.47852371124107	9.593201612437376e-25	2.5379482746828e-22	NA	NA
ENSG00000143631	-1.0879223801935938	4.293845605214798	105.36643392149472	1.0151500844166137e-24	2.6743659786941885e-22	FLG	filaggrin
ENSG00000154856	-1.4739416406497117	5.077350754872274	105.07710576607404	1.1747442038033318e-24	3.0818603170907487e-22	APCDD1	APC down-regulated 1
ENSG00000080824	0.9457327658504778	9.5878622255909	104.89587047888273	1.287259441658159e-24	3.3629652913319407e-22	HSP90AA1	heat shock protein 90 alpha family class A member 1
ENSG00000105141	-1.8209725246108928	2.554791518567713	104.59560237362815	1.497888906750283e-24	3.896997280217542e-22	CASP14	caspase 14
ENSG00000075618	0.8344163301683702	8.601957968002855	104.2260077708583	1.8050558724188572e-24	4.676735669448857e-22	FSCN1	fascin actin-bundling protein 1
ENSG00000152056	-0.8392603649030544	4.716073029014166	103.17725009066997	3.0646516535095633e-24	7.907557970166652e-22	AP1S3	adaptor related protein complex 1 subunit sigma 3
ENSG00000212429	-10.145391355930558	1.245210182020249	102.88903718667959	3.5445566400907855e-24	9.102322613000009e-22	RNU11-6P	RNA, U11 small nuclear 6, pseudogene
ENSG00000103145	-0.5864397577199668	8.11404611418245	102.88224557862904	3.556728931714517e-24	9.102322613000009e-22	HCFC1R1	host cell factor C1 regulator 1
ENSG00000196730	-0.8956885436045587	5.480004938649387	102.41703553830445	4.498167871141106e-24	1.1464842500835258e-21	DAPK1	death associated protein kinase 1
ENSG00000206585	-9.926486818058958	1.035128164248931	102.3999745723978	4.5370744180944544e-24	1.1517188907470538e-21	RNVU1-7	RNA, variant U1 small nuclear 7
ENSG00000167759	-0.9436515404651401	4.356762465095154	101.9753356459805	5.62173762719558e-24	1.421302214617592e-21	KLK13	kallikrein related peptidase 13
ENSG00000157110	-0.8212547158923688	5.306761887835142	101.44632170757598	7.342648180667637e-24	1.8489318912765496e-21	RBPMS	RNA binding protein, mRNA processing factor
ENSG00000241322	1.5290519694660234	4.185601216676517	101.23154319229008	8.183570737573011e-24	2.0524395409833112e-21	FBXW10B	F-box and WD repeat domain containing 10B
ENSG00000204397	-1.3405318421568835	3.193610738680404	101.0707612861529	8.875541079030488e-24	2.217117233686102e-21	CARD16	caspase recruitment domain family member 16
ENSG00000168275	1.2219358443879949	6.069493581945505	100.90843069061934	9.633562705121321e-24	2.396922149250424e-21	COA6	cytochrome c oxidase assembly factor 6
ENSG00000042286	0.8647150872635604	4.4364128521336665	100.28019870975152	1.3229279450362793e-23	3.2785605594377357e-21	AIFM2	apoptosis inducing factor mitochondria associated 2
ENSG00000240065	-0.8245556074193138	5.072520760270647	100.12184053660481	1.4330451719701675e-23	3.537477648918484e-21	PSMB9	proteasome 20S subunit beta 9
ENSG00000109255	-1.1942586335113974	7.068262305955062	100.07382163012264	1.4682135869814918e-23	3.6100781138721385e-21	NMU	neuromedin U
ENSG00000135925	-0.5642381641428812	7.596347192759527	99.83221034945548	1.6587057407313736e-23	4.062533200931919e-21	WNT10A	Wnt family member 10A
ENSG00000107438	-0.520421088385068	9.723124417164827	99.49667061819572	1.9649339623551613e-23	4.793827215551308e-21	PDLIM1	PDZ and LIM domain 1
ENSG00000150593	-0.668581088683578	6.914141352624937	99.42444910472308	2.0379114858955157e-23	4.9525988436298e-21	PDCD4	programmed cell death 4
ENSG00000166710	-0.6186445886946774	9.631694260136664	99.37941739636838	2.0847803991649557e-23	5.046939421916707e-21	B2M	beta-2-microglobulin
ENSG00000175895	-0.8339676097567869	4.545855004273278	99.3646816529864	2.1003502557577146e-23	5.0650754244618734e-21	PLEKHF2	pleckstrin homology and FYVE domain containing 2
ENSG00000120833	-1.2960528511331912	3.482110375551178	99.0179368273184	2.5022511980315496e-23	6.011155176880389e-21	SOCS2	suppressor of cytokine signaling 2
ENSG00000100591	0.7242785827269572	7.638921491206194	98.95019826681637	2.5893209682861945e-23	6.196581095860473e-21	AHSA1	activator of HSP90 ATPase activity 1
ENSG00000115657	0.8581002508572326	5.6946039438799	98.82506506349534	2.758212373300448e-23	6.5512094190315595e-21	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
ENSG00000119411	1.5736806267854335	2.812768102473191	98.82492750818338	2.758403965908025e-23	6.5512094190315595e-21	BSPRY	B-box and SPRY domain containing
ENSG00000171462	-1.2131313614852293	4.083475007628472	98.68047595375864	2.967130378239532e-23	7.020342442098818e-21	DLK2	delta like non-canonical Notch ligand 2
ENSG00000273802	-1.102963425698876	3.937093913754449	98.5750284692023	3.1294061878851227e-23	7.376457442872075e-21	H2BC8	H2B clustered histone 8
ENSG00000205220	-0.7414400765640135	5.444333732984614	98.41857744939827	3.386671598915815e-23	7.952970383970847e-21	PSMB10	proteasome 20S subunit beta 10
ENSG00000163435	-1.365014006224567	7.175327700197399	98.37584897628898	3.460540409045413e-23	8.096115061460725e-21	ELF3	E74 like ETS transcription factor 3
ENSG00000162496	-0.6840893080434812	6.490531046876081	98.36440206119624	3.4806020369517917e-23	8.112778725534473e-21	DHRS3	dehydrogenase/reductase 3
ENSG00000164825	-1.621571822714205	5.933648688101016	97.69248244698764	4.8867412150801357e-23	1.1348099043908315e-20	DEFB1	defensin beta 1
ENSG00000084733	0.7169687818952195	7.007064712259609	97.67528675352678	4.9293631968060085e-23	1.14048366213925e-20	RAB10	RAB10, member RAS oncogene family
ENSG00000117461	-1.7430870454024927	3.02144793058924	97.62672059844593	5.0517600635170153e-23	1.1645049852298413e-20	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
ENSG00000235899	2.87276150221441	2.4273900012525655	97.53869303755258	5.281407994878692e-23	1.212982715307304e-20	LINC01564	long intergenic non-protein coding RNA 1564
ENSG00000143390	-0.7328816332697726	5.2794646380389345	97.29451630970695	5.9745563970993e-23	1.3671703872194382e-20	RFX5	regulatory factor X5
ENSG00000069849	-0.5089989430148405	8.857004365235262	96.78970964497931	7.709575454082975e-23	1.7577832035309182e-20	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
ENSG00000261716	-1.4079342456376631	2.8501938374430225	96.67191184445791	8.182182570107496e-23	1.858778431687464e-20	H2BC20P	H2B clustered histone 20, pseudogene
ENSG00000091490	1.275618208014991	3.494023634091602	96.3035294187062	9.855418901914646e-23	2.2308114265344704e-20	SEL1L3	SEL1L family member 3
ENSG00000142089	-0.5691729936656255	9.371937998543862	95.68980976247389	1.343703203133476e-22	3.03058240418953e-20	IFITM3	interferon induced transmembrane protein 3
ENSG00000124466	0.6399093352561681	6.8086565003074275	95.67536221758058	1.353545106028219e-22	3.041837926450513e-20	LYPD3	LY6/PLAUR domain containing 3
ENSG00000139211	1.1123859081136716	4.464225909676234	95.17837453556479	1.739805119599137e-22	3.895920749959496e-20	AMIGO2	adhesion molecule with Ig like domain 2
ENSG00000164176	-1.0418561731886242	3.361776316720534	95.08519488510187	1.8236552728228428e-22	4.069152512668763e-20	EDIL3	EGF like repeats and discoidin domains 3
ENSG00000239779	-0.6755523035922438	5.849313002657526	94.8503118284138	2.0533986211039174e-22	4.5655352320289226e-20	WBP1	WW domain binding protein 1
ENSG00000171345	-0.5171848030385808	9.906787699072058	94.60517988366385	2.3240936967555805e-22	5.149140451822435e-20	KRT19	keratin 19
ENSG00000087494	1.154569444189099	8.103646671111742	94.43706488878937	2.5301005852334296e-22	5.585820658244226e-20	PTHLH	parathyroid hormone like hormone
ENSG00000145555	0.713344604608044	4.77455613070186	94.34648035222651	2.6485742950893844e-22	5.826863449196646e-20	MYO10	myosin X
ENSG00000164543	0.9684335069081375	5.692942368417435	94.33827089623215	2.6595816959062125e-22	5.830621410255927e-20	STK17A	serine/threonine kinase 17a
ENSG00000183044	-1.0039380387905539	3.5013467989452254	93.8226812348909	3.450946239533897e-22	7.53917523410367e-20	ABAT	4-aminobutyrate aminotransferase
ENSG00000078114	-1.185722195310768	3.356910865217541	93.57456816214714	3.911817646485091e-22	8.516353001201918e-20	NEBL	nebulette
ENSG00000100439	0.8081677548083429	6.08843627782474	92.7927815657815	5.806655591362604e-22	1.2597830642852433e-19	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B
ENSG00000113369	-0.793808205001593	4.595812033260082	92.74635029006454	5.944494745955146e-22	1.285240760590992e-19	ARRDC3	arrestin domain containing 3
ENSG00000117519	-0.6847297177506636	5.376133159974591	92.29296140210542	7.474968498267961e-22	1.6105859960185604e-19	CNN3	calponin 3
ENSG00000157216	-0.7087419198449747	6.211407606459324	92.1174092823834	8.168361344241809e-22	1.7539597817943885e-19	SSBP3	single stranded DNA binding protein 3
ENSG00000184254	-0.8224280780388813	7.246431026517641	91.39191919593624	1.1785677032310732e-21	2.522054436607109e-19	ALDH1A3	aldehyde dehydrogenase 1 family member A3
ENSG00000105928	0.9148909508812737	3.837737231197929	91.25570043361883	1.2625576796837558e-21	2.692597500550051e-19	GSDME	gasdermin E
ENSG00000120694	0.8203343653027744	6.358328418204552	90.26210303401805	2.0861028884407872e-21	4.433852579838554e-19	HSPH1	heat shock protein family H (Hsp110) member 1
ENSG00000226332	-0.9543908573022962	5.277535391993399	89.91259249293245	2.4891765192049377e-21	5.272681343045594e-19	NA	NA
ENSG00000127528	2.3333569580318834	2.696037702966492	89.4916739140702	3.0793170110242575e-21	6.5007803566067655e-19	KLF2	KLF transcription factor 2
